student_id,student_name,gender,department,account,password,group_no,dept_no
C14-S025,壤驷强,男,理工,C2022025,c025pw,14,C
C14-S026,公西燕,女,管理,C2022026,c026pw,14,C
C14-S027,颛孙杰,男,理工,C2022027,c027pw,14,C
C14-S028,子桑芳,女,理工,C2022028,c028pw,14,C
C14-S029,漆雕明,男,管理,C2022029,c029pw,14,C
C14-S030,乐正丽,女,理工,C2022030,c030pw,14,C
C14-S031,宰父强,男,理工,C2022031,c031pw,14,C
C14-S032,谷梁秀,女,管理,C2022032,c032pw,14,C
C14-S033,晋楚波,男,理工,C2022033,c033pw,14,C
C14-S034,楚晋燕,女,理工,C2022034,c034pw,14,C
C14-S035,闵损明,男,管理,C2022035,c035pw,14,C
C14-S036,原宪华,女,理工,C2022036,c036pw,14,C
C14-S037,仲弓强,男,理工,C2022037,c037pw,14,C
C14-S038,冉求丽,女,管理,C2022038,c038pw,14,C
C14-S039,子路峰,男,理工,C2022039,c039pw,14,C
C14-S040,子贡雪,女,理工,C2022040,c040pw,14,C
C14-S041,颜回明,男,管理,C2022041,c041pw,14,C
C14-S042,子游燕,女,理工,C2022042,c042pw,14,C
C14-S043,子夏强,男,理工,C2022043,c043pw,14,C
C14-S044,子张丽,女,管理,C2022044,c044pw,14,C
C14-S045,曾参杰,男,理工,C2022045,c045pw,14,C
C14-S046,有若芳,女,理工,C2022046,c046pw,14,C
C14-S047,闵子骞,男,管理,C2022047,c047pw,14,C
C14-S048,冉伯牛,女,理工,C2022048,c048pw,14,C
C14-S049,仲由勇,男,理工,C2022049,c049pw,14,C
C14-S050,言偃秀,女,管理,C2022050,c050pw,14,C
15A001,Stu1,M,CS,15A001,123456,15,A
15A002,Stu2,F,EE,15A002,123456,15,A
15A003,Stu3,M,ME,15A003,123456,15,A
15A004,Stu4,F,MATH,15A004,123456,15,A
15A005,Stu5,M,PHYS,15A005,123456,15,A
15A006,Stu6,F,CS,15A006,123456,15,A
15A007,Stu7,M,EE,15A007,123456,15,A
15A008,Stu8,F,ME,15A008,123456,15,A
15A009,Stu9,M,MATH,15A009,123456,15,A
15A010,Stu10,F,PHYS,15A010,123456,15,A
15A011,Stu11,M,CS,15A011,123456,15,A
15A012,Stu12,F,EE,15A012,123456,15,A
15A013,Stu13,M,ME,15A013,123456,15,A
15A014,Stu14,F,MATH,15A014,123456,15,A
15A015,Stu15,M,PHYS,15A015,123456,15,A
15A016,Stu16,F,CS,15A016,123456,15,A
15A017,Stu17,M,EE,15A017,123456,15,A
15A018,Stu18,F,ME,15A018,123456,15,A
15A019,Stu19,M,MATH,15A019,123456,15,A
15A020,Stu20,F,PHYS,15A020,123456,15,A
15A021,Stu21,M,CS,15A021,123456,15,A
15A022,Stu22,F,EE,15A022,123456,15,A
15A023,Stu23,M,ME,15A023,123456,15,A
15A024,Stu24,F,MATH,15A024,123456,15,A
15A025,Stu25,M,PHYS,15A025,123456,15,A
15A026,Stu26,F,CS,15A026,123456,15,A
15A027,Stu27,M,EE,15A027,123456,15,A
15A028,Stu28,F,ME,15A028,123456,15,A
15A029,Stu29,M,MATH,15A029,123456,15,A
15A030,Stu30,F,PHYS,15A030,123456,15,A
15A031,Stu31,M,CS,15A031,123456,15,A
15A032,Stu32,F,EE,15A032,123456,15,A
15A033,Stu33,M,ME,15A033,123456,15,A
15A034,Stu34,F,MATH,15A034,123456,15,A
15A035,Stu35,M,PHYS,15A035,123456,15,A
15A036,Stu36,F,CS,15A036,123456,15,A
15A037,Stu37,M,EE,15A037,123456,15,A
15A038,Stu38,F,ME,15A038,123456,15,A
15A039,Stu39,M,MATH,15A039,123456,15,A
15A040,Stu40,F,PHYS,15A040,123456,15,A
15A041,Stu41,M,CS,15A041,123456,15,A
15A042,Stu42,F,EE,15A042,123456,15,A
15A043,Stu43,M,ME,15A043,123456,15,A
15A044,Stu44,F,MATH,15A044,123456,15,A
15A045,Stu45,M,PHYS,15A045,123456,15,A
15A046,Stu46,F,CS,15A046,123456,15,A
15A047,Stu47,M,EE,15A047,123456,15,A
15A048,Stu48,F,ME,15A048,123456,15,A
15A049,Stu49,M,MATH,15A049,123456,15,A
15A050,Stu50,F,PHYS,15A050,123456,15,A
15B001,Stu1,M,EE,15B001,123456,15,B
15B002,Stu2,F,COMM,15B002,123456,15,B
15B003,Stu3,M,AUTO,15B003,123456,15,B
15B004,Stu4,F,PHYS,15B004,123456,15,B
15B005,Stu5,M,MATH,15B005,123456,15,B
15B006,Stu6,F,EE,15B006,123456,15,B
15B007,Stu7,M,COMM,15B007,123456,15,B
15B008,Stu8,F,AUTO,15B008,123456,15,B
15B009,Stu9,M,PHYS,15B009,123456,15,B
15B010,Stu10,F,MATH,15B010,123456,15,B
15B011,Stu11,M,EE,15B011,123456,15,B
15B012,Stu12,F,COMM,15B012,123456,15,B
15B013,Stu13,M,AUTO,15B013,123456,15,B
15B014,Stu14,F,PHYS,15B014,123456,15,B
15B015,Stu15,M,MATH,15B015,123456,15,B
15B016,Stu16,F,EE,15B016,123456,15,B
15B017,Stu17,M,COMM,15B017,123456,15,B
15B018,Stu18,F,AUTO,15B018,123456,15,B
15B019,Stu19,M,PHYS,15B019,123456,15,B
15B020,Stu20,F,MATH,15B020,123456,15,B
15B021,Stu21,M,EE,15B021,123456,15,B
15B022,Stu22,F,COMM,15B022,123456,15,B
15B023,Stu23,M,AUTO,15B023,123456,15,B
15B024,Stu24,F,PHYS,15B024,123456,15,B
15B025,Stu25,M,MATH,15B025,123456,15,B
15B026,Stu26,F,EE,15B026,123456,15,B
15B027,Stu27,M,COMM,15B027,123456,15,B
15B028,Stu28,F,AUTO,15B028,123456,15,B
15B029,Stu29,M,PHYS,15B029,123456,15,B
15B030,Stu30,F,MATH,15B030,123456,15,B
15B031,Stu31,M,EE,15B031,123456,15,B
15B032,Stu32,F,COMM,15B032,123456,15,B
15B033,Stu33,M,AUTO,15B033,123456,15,B
15B034,Stu34,F,PHYS,15B034,123456,15,B
15B035,Stu35,M,MATH,15B035,123456,15,B
15B036,Stu36,F,EE,15B036,123456,15,B
15B037,Stu37,M,COMM,15B037,123456,15,B
15B038,Stu38,F,AUTO,15B038,123456,15,B
15B039,Stu39,M,PHYS,15B039,123456,15,B
15B040,Stu40,F,MATH,15B040,123456,15,B
15B041,Stu41,M,EE,15B041,123456,15,B
15B042,Stu42,F,COMM,15B042,123456,15,B
15B043,Stu43,M,AUTO,15B043,123456,15,B
15B044,Stu44,F,PHYS,15B044,123456,15,B
15B045,Stu45,M,MATH,15B045,123456,15,B
15B046,Stu46,F,EE,15B046,123456,15,B
15B047,Stu47,M,COMM,15B047,123456,15,B
15B048,Stu48,F,AUTO,15B048,123456,15,B
15B049,Stu49,M,PHYS,15B049,123456,15,B
15B050,Stu50,F,MATH,15B050,123456,15,B
15C001,Stu1,M,MATH,15C001,123456,15,C
15C002,Stu2,F,STAT,15C002,123456,15,C
15C003,Stu3,M,AMATH,15C003,123456,15,C
15C004,Stu4,F,INFO,15C004,123456,15,C
15C005,Stu5,M,OR,15C005,123456,15,C
15C006,Stu6,F,MATH,15C006,123456,15,C
15C007,Stu7,M,STAT,15C007,123456,15,C
15C008,Stu8,F,AMATH,15C008,123456,15,C
15C009,Stu9,M,INFO,15C009,123456,15,C
15C010,Stu10,F,OR,15C010,123456,15,C
15C011,Stu11,M,MATH,15C011,123456,15,C
15C012,Stu12,F,STAT,15C012,123456,15,C
15C013,Stu13,M,AMATH,15C013,123456,15,C
15C014,Stu14,F,INFO,15C014,123456,15,C
15C015,Stu15,M,OR,15C015,123456,15,C
15C016,Stu16,F,MATH,15C016,123456,15,C
15C017,Stu17,M,STAT,15C017,123456,15,C
15C018,Stu18,F,AMATH,15C018,123456,15,C
15C019,Stu19,M,INFO,15C019,123456,15,C
15C020,Stu20,F,OR,15C020,123456,15,C
15C021,Stu21,M,MATH,15C021,123456,15,C
15C022,Stu22,F,STAT,15C022,123456,15,C
15C023,Stu23,M,AMATH,15C023,123456,15,C
15C024,Stu24,F,INFO,15C024,123456,15,C
15C025,Stu25,M,OR,15C025,123456,15,C
15C026,Stu26,F,MATH,15C026,123456,15,C
15C027,Stu27,M,STAT,15C027,123456,15,C
15C028,Stu28,F,AMATH,15C028,123456,15,C
15C029,Stu29,M,INFO,15C029,123456,15,C
15C030,Stu30,F,OR,15C030,123456,15,C
15C031,Stu31,M,MATH,15C031,123456,15,C
15C032,Stu32,F,STAT,15C032,123456,15,C
15C033,Stu33,M,AMATH,15C033,123456,15,C
15C034,Stu34,F,INFO,15C034,123456,15,C
15C035,Stu35,M,OR,15C035,123456,15,C
15C036,Stu36,F,MATH,15C036,123456,15,C
15C037,Stu37,M,STAT,15C037,123456,15,C
15C038,Stu38,F,AMATH,15C038,123456,15,C
15C039,Stu39,M,INFO,15C039,123456,15,C
15C040,Stu40,F,OR,15C040,123456,15,C
15C041,Stu41,M,MATH,15C041,123456,15,C
15C042,Stu42,F,STAT,15C042,123456,15,C
15C043,Stu43,M,AMATH,15C043,123456,15,C
15C044,Stu44,F,INFO,15C044,123456,15,C
15C045,Stu45,M,OR,15C045,123456,15,C
15C046,Stu46,F,MATH,15C046,123456,15,C
15C047,Stu47,M,STAT,15C047,123456,15,C
15C048,Stu48,F,AMATH,15C048,123456,15,C
15C049,Stu49,M,INFO,15C049,123456,15,C
15C050,Stu50,F,OR,15C050,123456,15,C
16B001,学生B_1,男,计算机,16B001,b00100,16,B
16B002,学生B_2,女,软工,16B002,b00200,16,B
16B003,学生B_3,男,网安,16B003,b00300,16,B
16B004,学生B_4,女,计算机,16B004,b00400,16,B
16B005,学生B_5,男,软工,16B005,b00500,16,B
16B006,学生B_6,女,网安,16B006,b00600,16,B
16B007,学生B_7,男,计算机,16B007,b00700,16,B
16B008,学生B_8,女,软工,16B008,b00800,16,B
16B009,学生B_9,男,网安,16B009,b00900,16,B
16B010,学生B_10,女,计算机,16B010,b01000,16,B
16B011,学生B_11,男,软工,16B011,b01100,16,B
16B012,学生B_12,女,网安,16B012,b01200,16,B
16B013,学生B_13,男,计算机,16B013,b01300,16,B
16B014,学生B_14,女,软工,16B014,b01400,16,B
16B015,学生B_15,男,网安,16B015,b01500,16,B
16B016,学生B_16,女,计算机,16B016,b01600,16,B
16B017,学生B_17,男,软工,16B017,b01700,16,B
16B018,学生B_18,女,网安,16B018,b01800,16,B
16B019,学生B_19,男,计算机,16B019,b01900,16,B
16B020,学生B_20,女,软工,16B020,b02000,16,B
16B021,学生B_21,男,网安,16B021,b02100,16,B
16B022,学生B_22,女,计算机,16B022,b02200,16,B
16B023,学生B_23,男,软工,16B023,b02300,16,B
16B024,学生B_24,女,网安,16B024,b02400,16,B
16B025,学生B_25,男,计算机,16B025,b02500,16,B
16B026,学生B_26,女,软工,16B026,b02600,16,B
16B027,学生B_27,男,网安,16B027,b02700,16,B
16B028,学生B_28,女,计算机,16B028,b02800,16,B
16B029,学生B_29,男,软工,16B029,b02900,16,B
16B030,学生B_30,女,网安,16B030,b03000,16,B
16B031,学生B_31,男,计算机,16B031,b03100,16,B
16B032,学生B_32,女,软工,16B032,b03200,16,B
16B033,学生B_33,男,网安,16B033,b03300,16,B
16B034,学生B_34,女,计算机,16B034,b03400,16,B
16B035,学生B_35,男,软工,16B035,b03500,16,B
16B036,学生B_36,女,网安,16B036,b03600,16,B
16B037,学生B_37,男,计算机,16B037,b03700,16,B
16B038,学生B_38,女,软工,16B038,b03800,16,B
16B039,学生B_39,男,网安,16B039,b03900,16,B
16B040,学生B_40,女,计算机,16B040,b04000,16,B
16B041,学生B_41,男,软工,16B041,b04100,16,B
16B042,学生B_42,女,网安,16B042,b04200,16,B
16B043,学生B_43,男,计算机,16B043,b04300,16,B
16B044,学生B_44,女,软工,16B044,b04400,16,B
16B045,学生B_45,男,网安,16B045,b04500,16,B
16B046,学生B_46,女,计算机,16B046,b04600,16,B
16B047,学生B_47,男,软工,16B047,b04700,16,B
16B048,学生B_48,女,网安,16B048,b04800,16,B
16B049,学生B_49,男,计算机,16B049,b04900,16,B
16B050,学生B_50,女,软工,16B050,b05000,16,B
16C001,赵明,M,计科,16C001,c00100,16,C
16C002,钱丽,F,软工,16C002,c00200,16,C
16C003,孙伟,M,计科,16C003,c00300,16,C
16C004,李芳,F,网安,16C004,c00400,16,C
16C005,周强,M,软工,16C005,c00500,16,C
16C006,吴敏,F,计科,16C006,c00600,16,C
16C007,郑涛,M,网安,16C007,c00700,16,C
16C008,王静,F,计科,16C008,c00800,16,C
16C009,冯杰,M,软工,16C009,c00900,16,C
16C010,陈燕,F,网安,16C010,c01000,16,C
16C011,褚磊,M,计科,16C011,c01100,16,C
16C012,卫萍,F,软工,16C012,c01200,16,C
16C013,蒋波,M,网安,16C013,c01300,16,C
16C014,沈霞,F,计科,16C014,c01400,16,C
16C015,韩超,M,软工,16C015,c01500,16,C
16C016,杨洁,F,网安,16C016,c01600,16,C
16C017,朱鹏,M,计科,16C017,c01700,16,C
16C018,秦璐,F,软工,16C018,c01800,16,C
16C019,尤刚,M,网安,16C019,c01900,16,C
16C020,许颖,F,计科,16C020,c02000,16,C
16C021,何勇,M,软工,16C021,c02100,16,C
16C022,吕婷,F,网安,16C022,c02200,16,C
16C023,施飞,M,计科,16C023,c02300,16,C
16C024,张琳,F,软工,16C024,c02400,16,C
16C025,孔辉,M,网安,16C025,c02500,16,C
16C026,曹倩,F,计科,16C026,c02600,16,C
16C027,严军,M,软工,16C027,c02700,16,C
16C028,华莎,F,网安,16C028,c02800,16,C
16C029,金毅,M,计科,16C029,c02900,16,C
16C030,魏蓉,F,软工,16C030,c03000,16,C
16C031,陶亮,M,网安,16C031,c03100,16,C
16C032,姜薇,F,计科,16C032,c03200,16,C
16C033,戚峰,M,软工,16C033,c03300,16,C
16C034,谢丹,F,网安,16C034,c03400,16,C
16C035,邹斌,M,计科,16C035,c03500,16,C
16C036,喻蕾,F,软工,16C036,c03600,16,C
16C037,柏威,M,网安,16C037,c03700,16,C
16C038,水莹,F,计科,16C038,c03800,16,C
16C039,窦龙,M,软工,16C039,c03900,16,C
16C040,章雯,F,网安,16C040,c04000,16,C
16C041,云鑫,M,计科,16C041,c04100,16,C
16C042,苏瑶,F,软工,16C042,c04200,16,C
16C043,潘虎,M,网安,16C043,c04300,16,C
16C044,葛虹,F,计科,16C044,c04400,16,C
16C045,奚骏,M,软工,16C045,c04500,16,C
16C046,范颖,F,网安,16C046,c04600,16,C
16C047,彭翔,M,计科,16C047,c04700,16,C
16C048,郎莹,F,软工,16C048,c04800,16,C
16C049,鲁凯,M,网安,16C049,c04900,16,C
16C050,韦晶,F,计科,16C050,c05000,16,C
202200000003,赵安然,男,学院A,acc0000003,123456,18,A
202200000006,郑安然,女,学院A,acc0000006,123456,18,A
202200000009,张安然,男,学院A,acc0000009,123456,18,A
202200000012,陈子昂,女,学院A,acc0000012,123456,18,A
202200000015,吴子昂,男,学院A,acc0000015,123456,18,A
202200000018,李子昂,女,学院A,acc0000018,123456,18,A
202200000021,林明轩,男,学院A,acc0000021,123456,18,A
202200000024,周明轩,女,学院A,acc0000024,123456,18,A
202200000027,王明轩,男,学院A,acc0000027,123456,18,A
202200000030,刘明轩,女,学院A,acc0000030,123456,18,A
202200000033,赵清越,男,学院A,acc0000033,123456,18,A
202200000036,郑清越,女,学院A,acc0000036,123456,18,A
202200000039,张清越,男,学院A,acc0000039,123456,18,A
202200000042,陈星河,女,学院A,acc0000042,123456,18,A
202200000045,吴星河,男,学院A,acc0000045,123456,18,A
202200000048,李星河,女,学院A,acc0000048,123456,18,A
202200001,周景文,男,学院B,bacc000001,123456,18,B
202200003,陈知夏,男,学院C,202200003,123456,18,C
202200004,赵景文,女,学院B,bacc000004,123456,18,B
202200006,王知夏,女,学院C,202200006,123456,18,C
202200007,刘景文,男,学院B,bacc000007,123456,18,B
202200009,吴知夏,男,学院C,202200009,123456,18,C
202200010,郑景文,女,学院B,bacc000010,123456,18,B
202200012,林青岚,女,学院C,202200012,123456,18,C
202200013,陈若帆,男,学院B,bacc000013,123456,18,B
202200015,李青岚,男,学院C,202200015,123456,18,C
202200016,王若帆,女,学院B,bacc000016,123456,18,B
202200018,张青岚,女,学院C,202200018,123456,18,C
202200019,吴若帆,男,学院B,bacc000019,123456,18,B
202200021,苏慕白,男,学院C,202200021,123456,18,C
202200022,林嘉仪,女,学院B,bacc000022,123456,18,B
202200024,赵慕白,女,学院C,202200024,123456,18,C
202200025,李嘉仪,男,学院B,bacc000025,123456,18,B
202200027,刘慕白,男,学院C,202200027,123456,18,C
202200028,张嘉仪,女,学院B,bacc000028,123456,18,B
202200030,郑慕白,女,学院C,202200030,123456,18,C
202200031,周思衡,男,学院B,bacc000031,123456,18,B
202200033,陈念初,男,学院C,202200033,123456,18,C
202200034,赵思衡,女,学院B,bacc000034,123456,18,B
202200036,王念初,女,学院C,202200036,123456,18,C
202200037,刘思衡,男,学院B,bacc000037,123456,18,B
202200039,吴念初,男,学院C,202200039,123456,18,C
202200040,郑思衡,女,学院B,bacc000040,123456,18,B
202200042,林云舟,女,学院C,202200042,123456,18,C
202200043,陈明达,男,学院B,bacc000043,123456,18,B
202200045,李云舟,男,学院C,202200045,123456,18,C
202200046,王明达,女,学院B,bacc000046,123456,18,B
202200048,张云舟,女,学院C,202200048,123456,18,C
202200049,吴明达,男,学院B,bacc000049,123456,18,B
202300000001,林安然,男,学院A,acc0000001,123456,18,A
202300000004,周安然,女,学院A,acc0000004,123456,18,A
202300000007,王安然,男,学院A,acc0000007,123456,18,A
202300000010,刘安然,女,学院A,acc0000010,123456,18,A
202300000013,赵子昂,男,学院A,acc0000013,123456,18,A
202300000016,郑子昂,女,学院A,acc0000016,123456,18,A
202300000019,张子昂,男,学院A,acc0000019,123456,18,A
202300000022,陈明轩,女,学院A,acc0000022,123456,18,A
202300000025,吴明轩,男,学院A,acc0000025,123456,18,A
202300000028,李明轩,女,学院A,acc0000028,123456,18,A
202300000031,林清越,男,学院A,acc0000031,123456,18,A
202300000034,周清越,女,学院A,acc0000034,123456,18,A
202300000037,王清越,男,学院A,acc0000037,123456,18,A
202300000040,刘清越,女,学院A,acc0000040,123456,18,A
202300000043,赵星河,男,学院A,acc0000043,123456,18,A
202300000046,郑星河,女,学院A,acc0000046,123456,18,A
202300000049,张星河,男,学院A,acc0000049,123456,18,A
202300001,苏知夏,男,学院C,202300001,123456,18,C
202300002,林景文,女,学院B,bacc000002,123456,18,B
202300004,赵知夏,女,学院C,202300004,123456,18,C
202300005,李景文,男,学院B,bacc000005,123456,18,B
202300007,刘知夏,男,学院C,202300007,123456,18,C
202300008,张景文,女,学院B,bacc000008,123456,18,B
202300010,郑知夏,女,学院C,202300010,123456,18,C
202300011,周若帆,男,学院B,bacc000011,123456,18,B
202300013,陈青岚,男,学院C,202300013,123456,18,C
202300014,赵若帆,女,学院B,bacc000014,123456,18,B
202300016,王青岚,女,学院C,202300016,123456,18,C
202300017,刘若帆,男,学院B,bacc000017,123456,18,B
202300019,吴青岚,男,学院C,202300019,123456,18,C
202300020,郑若帆,女,学院B,bacc000020,123456,18,B
202300022,林慕白,女,学院C,202300022,123456,18,C
202300023,陈嘉仪,男,学院B,bacc000023,123456,18,B
202300025,李慕白,男,学院C,202300025,123456,18,C
202300026,王嘉仪,女,学院B,bacc000026,123456,18,B
202300028,张慕白,女,学院C,202300028,123456,18,C
202300029,吴嘉仪,男,学院B,bacc000029,123456,18,B
202300031,苏念初,男,学院C,202300031,123456,18,C
202300032,林思衡,女,学院B,bacc000032,123456,18,B
202300034,赵念初,女,学院C,202300034,123456,18,C
202300035,李思衡,男,学院B,bacc000035,123456,18,B
202300037,刘念初,男,学院C,202300037,123456,18,C
202300038,张思衡,女,学院B,bacc000038,123456,18,B
202300040,郑念初,女,学院C,202300040,123456,18,C
202300041,周明达,男,学院B,bacc000041,123456,18,B
202300043,陈云舟,男,学院C,202300043,123456,18,C
202300044,赵明达,女,学院B,bacc000044,123456,18,B
202300046,王云舟,女,学院C,202300046,123456,18,C
202300047,刘明达,男,学院B,bacc000047,123456,18,B
202300049,吴云舟,男,学院C,202300049,123456,18,C
202300050,郑明达,女,学院B,bacc000050,123456,18,B
202400000002,陈安然,女,学院A,acc0000002,123456,18,A
202400000005,吴安然,男,学院A,acc0000005,123456,18,A
202400000008,李安然,女,学院A,acc0000008,123456,18,A
202400000011,林子昂,男,学院A,acc0000011,123456,18,A
202400000014,周子昂,女,学院A,acc0000014,123456,18,A
202400000017,王子昂,男,学院A,acc0000017,123456,18,A
202400000020,刘子昂,女,学院A,acc0000020,123456,18,A
202400000023,赵明轩,男,学院A,acc0000023,123456,18,A
202400000026,郑明轩,女,学院A,acc0000026,123456,18,A
202400000029,张明轩,男,学院A,acc0000029,123456,18,A
202400000032,陈清越,女,学院A,acc0000032,123456,18,A
202400000035,吴清越,男,学院A,acc0000035,123456,18,A
202400000038,李清越,女,学院A,acc0000038,123456,18,A
202400000041,林星河,男,学院A,acc0000041,123456,18,A
202400000044,周星河,女,学院A,acc0000044,123456,18,A
202400000047,王星河,男,学院A,acc0000047,123456,18,A
202400000050,刘星河,女,学院A,acc0000050,123456,18,A
202400002,林知夏,女,学院C,202400002,123456,18,C
202400003,陈景文,男,学院B,bacc000003,123456,18,B
202400005,李知夏,男,学院C,202400005,123456,18,C
202400006,王景文,女,学院B,bacc000006,123456,18,B
202400008,张知夏,女,学院C,202400008,123456,18,C
202400009,吴景文,男,学院B,bacc000009,123456,18,B
202400011,苏青岚,男,学院C,202400011,123456,18,C
202400012,林若帆,女,学院B,bacc000012,123456,18,B
202400014,赵青岚,女,学院C,202400014,123456,18,C
202400015,李若帆,男,学院B,bacc000015,123456,18,B
202400017,刘青岚,男,学院C,202400017,123456,18,C
202400018,张若帆,女,学院B,bacc000018,123456,18,B
202400020,郑青岚,女,学院C,202400020,123456,18,C
202400021,周嘉仪,男,学院B,bacc000021,123456,18,B
202400023,陈慕白,男,学院C,202400023,123456,18,C
202400024,赵嘉仪,女,学院B,bacc000024,123456,18,B
202400026,王慕白,女,学院C,202400026,123456,18,C
202400027,刘嘉仪,男,学院B,bacc000027,123456,18,B
202400029,吴慕白,男,学院C,202400029,123456,18,C
202400030,郑嘉仪,女,学院B,bacc000030,123456,18,B
202400032,林念初,女,学院C,202400032,123456,18,C
202400033,陈思衡,男,学院B,bacc000033,123456,18,B
202400035,李念初,男,学院C,202400035,123456,18,C
202400036,王思衡,女,学院B,bacc000036,123456,18,B
202400038,张念初,女,学院C,202400038,123456,18,C
202400039,吴思衡,男,学院B,bacc000039,123456,18,B
202400041,苏云舟,男,学院C,202400041,123456,18,C
202400042,林明达,女,学院B,bacc000042,123456,18,B
202400044,赵云舟,女,学院C,202400044,123456,18,C
202400045,李明达,男,学院B,bacc000045,123456,18,B
202400047,刘云舟,男,学院C,202400047,123456,18,C
202400048,张明达,女,学院B,bacc000048,123456,18,B
202400050,郑云舟,女,学院C,202400050,123456,18,C
B001,Fiona,F,Comm,B001,123456,19,B
B002,Steven,M,Auto,B002,123456,19,B
B003,Faith,F,Comm,B003,123456,19,B
B004,James,M,Comm,B004,123456,19,B
B005,Tom,M,Micro,B005,123456,19,B
B006,Eric,M,EE,B006,123456,19,B
B007,Bruce,M,Micro,B007,123456,19,B
B008,David,M,Comm,B008,123456,19,B
B009,Max,M,EE,B009,123456,19,B
B010,Rita,F,Opto,B010,123456,19,B
B011,Beth,F,Auto,B011,123456,19,B
B012,Thomas,M,Micro,B012,123456,19,B
B013,Sam,M,Auto,B013,123456,19,B
B014,David,M,Opto,B014,123456,19,B
B015,Earl,M,Opto,B015,123456,19,B
B016,Ella,F,Auto,B016,123456,19,B
B017,Leah,F,Comm,B017,123456,19,B
B018,Mia,F,Comm,B018,123456,19,B
B019,Kate,F,Auto,B019,123456,19,B
B020,James,M,Comm,B020,123456,19,B
B021,Noel,M,EE,B021,123456,19,B
B022,Andrew,M,Comm,B022,123456,19,B
B023,Ivan,M,Comm,B023,123456,19,B
B024,Hugo,M,Comm,B024,123456,19,B
B025,Grace,F,Auto,B025,123456,19,B
B026,John,M,Opto,B026,123456,19,B
B027,David,M,Opto,B027,123456,19,B
B028,Ivan,M,Opto,B028,123456,19,B
B029,Tim,M,Opto,B029,123456,19,B
B030,Tim,M,Comm,B030,123456,19,B
B031,Fiona,F,Comm,B031,123456,19,B
B032,Susan,F,EE,B032,123456,19,B
B033,Grace,F,Opto,B033,123456,19,B
B034,Ann,F,Opto,B034,123456,19,B
B035,Kate,F,Opto,B035,123456,19,B
B036,Emily,F,Comm,B036,123456,19,B
B037,Ian,M,Micro,B037,123456,19,B
B038,Gina,F,EE,B038,123456,19,B
B039,Lisa,F,Opto,B039,123456,19,B
B040,Alan,M,Micro,B040,123456,19,B
B041,Pam,F,EE,B041,123456,19,B
B042,Brian,M,Opto,B042,123456,19,B
B043,Nancy,F,Opto,B043,123456,19,B
B044,Eric,M,Micro,B044,123456,19,B
B045,Emily,F,Opto,B045,123456,19,B
B046,Eva,F,Micro,B046,123456,19,B
B047,Tina,F,Opto,B047,123456,19,B
B048,William,M,Micro,B048,123456,19,B
B049,William,M,EE,B049,123456,19,B
B050,Steven,M,Opto,B050,123456,19,B
C001,Fiona,F,ME,C001,123456,19,C
C002,Olga,F,ChE,C002,123456,19,C
C003,Brian,M,ChE,C003,123456,19,C
C004,Lisa,F,ME,C004,123456,19,C
C005,Leo,M,EnvE,C005,123456,19,C
C006,Susan,F,ME,C006,123456,19,C
C007,Kevin,M,CE,C007,123456,19,C
C008,Quinn,M,EnvE,C008,123456,19,C
C009,Betty,F,EnvE,C009,123456,19,C
C010,Phil,M,EnvE,C010,123456,19,C
C011,Steven,M,EnvE,C011,123456,19,C
C012,Henry,M,MS,C012,123456,19,C
C013,Earl,M,EnvE,C013,123456,19,C
C014,Frank,M,ChE,C014,123456,19,C
C015,Noel,M,ChE,C015,123456,19,C
C016,Kevin,M,EnvE,C016,123456,19,C
C017,Olga,F,MS,C017,123456,19,C
C018,Hana,F,CE,C018,123456,19,C
C019,Max,M,CE,C019,123456,19,C
C020,Peter,M,MS,C020,123456,19,C
C021,Amy,F,ChE,C021,123456,19,C
C022,Helen,F,CE,C022,123456,19,C
C023,Andrew,M,ME,C023,123456,19,C
C024,Frank,M,ChE,C024,123456,19,C
C025,Hugo,M,CE,C025,123456,19,C
C026,Vera,F,CE,C026,123456,19,C
C027,Cathy,F,CE,C027,123456,19,C
C028,Leah,F,EnvE,C028,123456,19,C
C029,Helen,F,EnvE,C029,123456,19,C
C030,Eve,F,CE,C030,123456,19,C
C031,Phil,M,CE,C031,123456,19,C
C032,Betty,F,CE,C032,123456,19,C
C033,Zoe,F,ME,C033,123456,19,C
C034,Vera,F,ChE,C034,123456,19,C
C035,Gail,F,CE,C035,123456,19,C
C036,Betty,F,ME,C036,123456,19,C
C037,John,M,MS,C037,123456,19,C
C038,Mary,F,EnvE,C038,123456,19,C
C039,Beth,F,CE,C039,123456,19,C
C040,Ann,F,EnvE,C040,123456,19,C
C041,Ben,M,ME,C041,123456,19,C
C042,Hope,F,EnvE,C042,123456,19,C
C043,Quinn,M,CE,C043,123456,19,C
C044,Nick,M,EnvE,C044,123456,19,C
C045,Ivan,M,ChE,C045,123456,19,C
C046,Karen,F,ChE,C046,123456,19,C
C047,Vera,F,CE,C047,123456,19,C
C048,Wendy,F,EnvE,C048,123456,19,C
C049,Tina,F,MS,C049,123456,19,C
C050,Dan,M,CE,C050,123456,19,C
B051,丁帆,M,会计学,B051,123456,2,B
B052,胡文博,M,会计学,B052,123456,2,B
B053,陈诗琪,F,会计学,B053,123456,2,B
B054,华静怡,F,会计学,B054,123456,2,B
B055,马天,M,会计学,B055,123456,2,B
B056,魏帆,M,国际贸易,B056,123456,2,B
